id,Name,Brand,Category,SubCategory,Price,Size,Quantity
305,Premia Shaha Jeera,Premia,Grocery,Grocery/Masala & Spices,44.0,50 gm,110
306,Premia Alsi,Premia,Grocery,Grocery/Masala & Spices,19.0,100 gm,148
307,Premia Bedgi Chilli,Premia,Grocery,Grocery/Masala & Spices,100.0,100 gm,106
308,Premia Chilli Kashmiri,Premia,Grocery,Grocery/Masala & Spices,132.0,100 gm,149
309,Amchur Powder,Premia,Grocery,Grocery/Masala & Spices,40.0,100 gm,83
310,Kolhapuri Surati Kurmura,,Grocery,Grocery/Rice & Rice Products,80.0,500 gm,96
311,Premia Garam Masala Powder Deluxe,Premia,Grocery,Grocery/Masala & Spices,56.0,100 gm,112
312,Premia Garam Masala Powder Deluxe,Premia,Grocery,Grocery/Masala & Spices,108.0,200 gm,37
313,Premia Jaipatri (Mace),Premia,Grocery,Grocery/Masala & Spices,136.0,20 gm,41
314,Premia Tej Patta,Premia,Grocery,Grocery/Masala & Spices,20.0,50 gm,111
315,Premia Masala Elaichi,Premia,Grocery,Grocery/Masala & Spices,172.0,100 gm,85
316,Premia Dhania Powder,Premia,Grocery,Grocery/Masala & Spices,46.0,200 gm,145
317,Premia Sugar Crystals (Khadi Shakkar),Premia,Grocery,Grocery/Salt / Sugar / Jaggery,20.0,200 gm,140
318,Premia Dhania Jeera Mix Khandela,Premia,Grocery,Grocery/Masala & Spices,31.0,100 gm,40
319,Premia Dhania Jeera Mix Khandela,Premia,Grocery,Grocery/Masala & Spices,59.0,200 gm,116
320,Premia Dhania Jeera Mix Khandela,Premia,Grocery,Grocery/Masala & Spices,139.0,500 gm,66
321,Premia Dhania Jeera Mix Khandela,Premia,Grocery,Grocery/Masala & Spices,255.0,1 kg,82
322,Premia Jaifal,Premia,Grocery,Grocery/Masala & Spices,54.0,4 pcs,32
323,Premia Amsul Wet Kokam,Premia,Grocery,Grocery/Masala & Spices,83.0,200 gm,115
324,Laxmi Jaya Kurmura,Laxmi,Grocery,Grocery/Rice & Rice Products,60.0,500 gm,30
325,Premia Malwani Masala Deluxe,Premia,Grocery,Grocery/Masala & Spices,83.0,200 gm,125
326,Premia Sugar Candy,Premia,Grocery,Grocery/Salt / Sugar / Jaggery,27.0,200 gm,57
327,Premia Reshampatti Chilli Khandela,Premia,Grocery,Grocery/Masala & Spices,150.0,500 gm,122
328,Premia Til Black,Premia,Grocery,Grocery/Masala & Spices,35.0,100 gm,66
329,Premia Kokam Rind Lonavala,Premia,Grocery,Grocery/Masala & Spices,75.0,100 gm,107
330,Premia Eating Soda,Premia,Grocery,Grocery/Masala & Spices,26.0,200 gm,135
331,Premia Ginger Powder,Premia,Grocery,Grocery/Masala & Spices,33.0,100 gm,73
332,Premia Kalvanji,Premia,Grocery,Grocery/Masala & Spices,34.0,100 gm,94
333,Miki Maize (Makai) Poha,Miki,Grocery,Grocery/Rice & Rice Products,42.0,500 gm,61
334,Premia Dry Ginger (Sunth),Premia,Grocery,Grocery/Masala & Spices,58.0,100 gm,50
335,Premia Dinkh (Edible Gum),Premia,Grocery,Grocery/Masala & Spices,30.0,100 gm,141
336,Premia Nimbu Phool (Citric Acid),Premia,Grocery,Grocery/Masala & Spices,32.0,50 gm,29
337,Premia Dagad Phool (Black Stone Flower),Premia,Grocery,Grocery/Masala & Spices,66.0,50 gm,78
338,Premia Sakariya,Premia,Grocery,Grocery/Salt / Sugar / Jaggery,20.0,200 gm,56
339,Premia Sunday Mix Masala,Premia,Grocery,Grocery/Masala & Spices,77.0,200 gm,58
340,Premia Halim,Premia,Grocery,Grocery/Masala & Spices,22.0,100 gm,37
341,Fortune Sunlite Refined Sunflower Oil,Fortune,Grocery,Cooking Oil,210.0,1 L,43
342,Fortune Sunlite Refined Sunflower Oil,Fortune,Grocery,Cooking Oil,1100.0,5 L,50
343,Fortune Refined Sunflower Oil Tin,Fortune,Grocery,Cooking Oil,3100.0,15 L,69
344,Sunrich Refined Sunflower Oil,Sunrich,Grocery,Cooking Oil,194.0,1 L,47
345,Sunrich Refined Sunflower Oil,Sunrich,Grocery,Cooking Oil,1027.0,5 L,33
346,Gemini Refined Sunflower Oil,Gemini,Grocery,Cooking Oil,225.0,1 L,89
347,Gemini Refined Sunflower Oil,Gemini,Grocery,Cooking Oil,1200.0,5 L,143
348,Gulab Sunflower Oil Jar,,Grocery,Cooking Oil,3277.0,15 L,44
349,Sunday Refined Sunflower Oil,Sunday,Grocery,Cooking Oil,270.0,1 L,60
350,Swaad Refined Sunflower Oil,Swaad,Grocery,Cooking Oil,210.0,1 L,108
351,Swaad Refined Sunflower Oil,Swaad,Grocery,Cooking Oil,1099.0,5 L,136
352,Fortune Sunlite Refined Sunflower Oil,Fortune,Grocery,Cooking Oil,3150.0,15 L,126
353,Dhara Refined Sunflower Oil,Dhara,Grocery,Cooking Oil,220.0,1 L,146
354,Dhara Refined Sunflower Oil,Dhara,Grocery,Cooking Oil,1125.0,5 L,30
355,Nature Fresh Refined Sunflower Oil Pouch,Nature Fresh,Grocery,Cooking Oil,245.0,1 L,43
356,Dhara Refined Sunflower Oil,Dhara,Grocery,Cooking Oil,3345.0,15 L,82
357,Dalda Refined Sunflower Oil,Dalda,Grocery,Cooking Oil,236.0,1 L,118
358,Dalda Refined Sunflower Oil,Dalda,Grocery,Cooking Oil,1350.0,5 L,76
359,Sundrop Superlite Advanced Sunflower Oil,Sundrop,Grocery,Cooking Oil,270.0,1 L,68
360,Sundrop Superlite Advanced Sunflower Oil,Sundrop,Grocery,Cooking Oil,1365.0,5 L,97
361,Sunny Sun Lite Refined Sunflower Oil,Sunny,Grocery,Cooking Oil,225.0,1 L,42
362,Sunny Sun Lite Refined Sunflower Oil,Sunny,Grocery,Cooking Oil,1206.0,5 L,122
363,Gulab Sunflower Oil,,Grocery,Cooking Oil,228.0,1 L,125
364,Gemini Refined Sunflower Oil - 15 L,Gemini,Grocery,Cooking Oil,3050.0,15 L,131
365,Godrej Refined Sunflower Oil,Godrej,Grocery,Cooking Oil,3520.0,15 L,68
366,Aadhaar Refined Sunflower Oil Pouch,Aadhaar,Grocery,Cooking Oil,205.0,1 L,59
367,Saffola Gold Oil,Saffola,Grocery,Cooking Oil,205.0,1 L,132
368,Saffola Gold Oil,Saffola,Grocery,Cooking Oil,1105.0,5 L,77
369,Saffola Active Oil,Saffola,Grocery,Cooking Oil,190.0,1 L,62
370,Saffola Active Oil,Saffola,Grocery,Cooking Oil,840.0,5 L,77
371,Saffola Gold Oil,Saffola,Grocery,Cooking Oil,3125.0,15 L,50
372,Saffola Total Oil,Saffola,Grocery,Cooking Oil,1200.0,5 L,47
373,Saffola Active Oil,Saffola,Grocery,Cooking Oil,3025.0,15 L,51
374,Fortune Xpert Blended Oil,Fortune,Grocery,Cooking Oil,220.0,1 L,99
375,Fortune Xpert Blended Oil,Fortune,Grocery,Cooking Oil,1150.0,5 L,143
376,Hudson Canola Oil,Hudson,Grocery,Cooking Oil,299.0,1 L,77
377,Svity Kolam Refined Rice Bran Oil,Svity Kolam,Grocery,Cooking Oil,195.0,1 L,144
378,Fortune Rice Bran Health Oil,Fortune,Grocery,Cooking Oil,199.0,1 L,61
379,Fortune Rice Bran Health Oil,Fortune,Grocery,Cooking Oil,1100.0,5 L,38
380,Premia Refined Rice Bran Oil,,Grocery,Cooking Oil,190.0,1 L,86
381,Fortune Rice Bran Health Oil,Fortune,Grocery,Cooking Oil,3200.0,15 L,61
382,Riso Ricebran Oil,RiSO,Grocery,Cooking Oil,230.0,1 L,66
383,Riso Ricebran Oil,RiSO,Grocery,Cooking Oil,1175.0,5 L,54
384,Dhara Refined Rice Bran Oil,Dhara,Grocery,Cooking Oil,950.0,5  L,109
385,Dhara Refined Rice Bran Oil,Dhara,Grocery,Cooking Oil,185.0,1 L,117
386,Ricela Refined Rice Bran Oil,Ricela,Grocery,Cooking Oil,225.0,1 L,53
387,Ricela Refined Rice Bran Oil,Ricela,Grocery,Cooking Oil,1165.0,5 L,136
388,Gemini Rice Bran Oil,Gemini,Grocery,Cooking Oil,215.0,1 L,91
389,Gemini Rice Bran Oil,Gemini,Grocery,Cooking Oil,1100.0,5 L,50
390,Dhara Life Refined Rice Bran Oil Jar,Dhara,Grocery,Cooking Oil,3030.0,15 L,87
391,Gulab Filtered Groundnut Oil,Gulab,Grocery,Cooking Oil,3589.0,15 L,49
392,Guinea Filtered Groundnut Oil,Guinea,Grocery,Cooking Oil,3500.0,15 L,63
393,Dhara Filtered Groundnut Oil Pouch,Dhara,Grocery,Cooking Oil,225.0,1 L,86
394,Dhara Filtered Groundnut Oil Pouch,Dhara,Grocery,Cooking Oil,1150.0,5 L,58
395,RRO Primio Gold Filtered Groundnut Oil,RRO,Grocery,Cooking Oil,255.0,1 L,106
396,RRO Primio Gold Filtered Groundnut Oil,RRO,Grocery,Cooking Oil,1255.0,5 L,125
397,Gulab Groundnut Oil,,Grocery,Cooking Oil,1223.0,5 L,117
398,Gulab Groundnut Oil,,Grocery,Cooking Oil,230.0,1 L,147
399,RRO Primio Refined Groundnut Oil,RRO,Grocery,Cooking Oil,1250.0,5 L,31
400,RRO Primio Refined Groundnut Oil,RRO Primio,Grocery,Cooking Oil,3750.0,15 L,134
401,RRO Primio Gold Filtered Groundnut Oil,RRO Primio,Grocery,Cooking Oil,3500.0,15 L,113
402,Gramiyaa Wood Cold Pressed Groundnut Oil,Gramiyaa,Grocery,Cooking Oil,490.0,1 L,109
403,Guinea Lite Groundnut Oil,Guinea,Grocery,Cooking Oil,1325.0,5 L,144
404,Gramiyaa Wood Cold Pressed Coconut Oil,Gramiyaa,Grocery,Cooking Oil,290.0,500 ml,91
405,Del Monte Extra Light Olive Oil,Del Monte,Grocery,Cooking Oil,2400.0,2 L,107
406,Borges Extra Light Olive Oil,Borges,Grocery,Cooking Oil,2600.0,2 L,118
407,Borges Extra Light Olive Oil,Borges,Grocery,Cooking Oil,5500.0,5 L,41
408,Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,325.0,200 ml,77
409,Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,599.0,500 ml,123
410,Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,999.0,1 L,124
411,Figaro Olive Oil Tin,Figaro,Grocery,Cooking Oil,4500.0,5 L,49
412,Borges Extra Virgin Olive Oil,Borges,Grocery,Cooking Oil,400.0,250 ml,69
413,Borges Extra Virgin Olive Oil,Borges,Grocery,Cooking Oil,1400.0,1 L,71
414,Leonardo Olive Pomace Oil,Leonardo,Grocery,Cooking Oil,4099.0,5 L,28
415,Bertolli Extra Light Tasting Olive Oil,Bertolli,Grocery,Cooking Oil,2999.0,2 L,120
416,Figaro Extra Virgin Olive Oil Bottle,Figaro,Grocery,Cooking Oil,1199.0,1 L,103
417,Figaro Extra Virgin Olive Oil Bottle,Figaro,Grocery,Cooking Oil,649.0,500 ml,112
418,Borges Pure Olive Oil - Classic,Borges,Grocery,Cooking Oil,1350.0,1 L,92
419,Leonardo Extra Light Olive Oil,Leonardo,Grocery,Cooking Oil,2599.0,2 L,39
420,Patanjali Kachi Ghani Mustard Oil,Patanjali,Grocery,Cooking Oil,185.0,1 L,65
421,Fortune Kachi Ghani Mustard Oil Bottle,Fortune,Grocery,Cooking Oil,226.0,1 L,126
422,Dhara Kachighani (Mustard) Oil,Dhara,Grocery,Cooking Oil,195.0,1 L,106
423,Dhara Kachighani (Mustard) Oil,Dhara,Grocery,Cooking Oil,1000.0,5 L,66
424,Patanjali Kachi Ghani Mustard Oil Pouch,Patanjali,Grocery,Cooking Oil,180.0,1 L,38
425,Fortune Kachi Ghani Mustard Oil,Fortune,Grocery,Cooking Oil,210.0,1 L,93
426,Fortune Kachi Ghani Mustard Oil,Fortune,Grocery,Cooking Oil,1154.0,5 L,54
427,Tez Mustard Kachchi Ghani Oil Bottle,Tez,Grocery,Cooking Oil,225.0,1 L,106
428,RRO Premium Mustard Oil,RRO,Grocery,Cooking Oil,1170.0,5 L,28
429,RRO Mastdil Premium Mustard Oil Bottle,RRO,Grocery,Cooking Oil,235.0,1 L,27
430,Tez Mustard Kachchi Ghani Oil Pouch,Tez,Grocery,Cooking Oil,221.0,1 L,123
431,Tez Mustard Kachchi Ghani Oil Pouch,Tez,Grocery,Cooking Oil,1120.0,5 L,65
432,Gemini Refined Soyabean Oil,Gemini,Grocery,Cooking Oil,175.0,1 L,131
433,Swaad Soyabean Oil,Swaad,Grocery,Cooking Oil,199.0,1 L,63
434,Idhayam Gingelly Oil,Idhayam,Grocery,Cooking Oil,368.0,1 L,45
435,KLF Coconut Oil,KLF,Grocery,Cooking Oil,330.0,1 L,99
436,RRO Til Dil Premium Til Oil Bottle,RRO,Grocery,Cooking Oil,184.0,500 ml,33
437,RRO Til Dil Premium Til Oil Bottle,RRO,Grocery,Cooking Oil,360.0,1 L,131
438,Tilsona Til Oil Bottle,Tilsona,Grocery,Cooking Oil,365.0,1 L,34
439,Tilsona Til Oil Bottle,Tilsona,Grocery,Cooking Oil,194.0,500 ml,59
440,Fortune Plus Soya Health Oil,Fortune,Grocery,Cooking Oil,855.0,5 L,25
441,Fortune Plus Soya Health Oil,Fortune,Grocery,Cooking Oil,175.0,1 L,68
442,KPL Shudhi Coconut Oil,KPL Shudhi,Personal Care,Hair Care,255.0,1 L,69
443,Idhayam Sesame Oil Bottle,Idhayam,Grocery,Cooking Oil,386.0,1 L,52
444,Fortune Xpert Pro Immunity Jar,Fortune,Grocery,Cooking Oil,230.0,1 L,126
445,Fortune Xpert Pro Immunity Jar,Fortune,Grocery,Cooking Oil,1200.0,5 L,108
446,Gramiyaa Wood Cold Pressed Sesame Oil,Gramiyaa,Grocery,Cooking Oil,360.0,500 ml,57
447,Fortune Raag Gold Refined Palm Oil,Fortune,Grocery,Cooking Oil,159.0,1 L,66
448,Amul Pure Ghee Pouch,Amul,Grocery,Ghee & Vanaspati,265.0,500 ml,92
449,Amul Pure Ghee Pouch,Amul,Grocery,Ghee & Vanaspati,545.0,1 L,54
450,Gowardhan Pure Cow Ghee Pouch,Gowardhan,Grocery,Ghee & Vanaspati,1258.0,2x1L,80
451,Gowardhan Pure Cow Ghee Pouch,Gowardhan,Grocery,Ghee & Vanaspati,629.0,1 L,119
452,Amul Cow Ghee Pouch,Amul,Grocery,Ghee & Vanaspati,540.0,1 L,54
453,Aabad Cow Ghee Pouch,Aabad,Grocery,Ghee & Vanaspati,599.0,1 L,88
454,Mother Dairy Pure Cow Ghee,Mother Dairy,Grocery,Ghee & Vanaspati,550.0,1 L,127
455,Sagar Pure Ghee Pouch,Sagar,Grocery,Ghee & Vanaspati,545.0,1 L,96
456,Prabhat Dairy Cow Ghee Pouch,Prabhat,Grocery,Ghee & Vanaspati,610.0,1 L,130
457,Chitale Dairy Cow Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,300.0,500 ml,131
458,Chitale Dairy Cow Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,570.0,1 L,94
459,Gowardhan Pure Cow Ghee Jar,Gowardhan,Grocery,Ghee & Vanaspati,160.0,200 ml,146
460,Gowardhan Pure Cow Ghee Jar,Gowardhan,Grocery,Ghee & Vanaspati,335.0,500 ml,97
461,Gowardhan Pure Cow Ghee Jar,Gowardhan,Grocery,Ghee & Vanaspati,649.0,1 L,77
462,Dynamix Cow Ghee Pouch,Dynamix,Grocery,Ghee & Vanaspati,599.0,1 L,107
463,Govind Pure Ghee Pouch,Govind,Grocery,Ghee & Vanaspati,600.0,1 L,67
464,Amul Pure Ghee Tin,Amul,Grocery,Ghee & Vanaspati,560.0,1 L,120
465,Amul Pure Ghee Tin,Amul,Grocery,Ghee & Vanaspati,2750.0,5 L,49
466,Aabad Desi Ghee Pouch,Aabad,Grocery,Ghee & Vanaspati,599.0,1 L,84
467,Chitale Dairy Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,300.0,500 ml,99
468,Chitale Dairy Ghee Box,Chitale Dairy,Grocery,Ghee & Vanaspati,570.0,1 L,134
469,Sagar Pure Ghee Tin,Sagar,Grocery,Ghee & Vanaspati,560.0,1 L,69
470,Aashirvaad Svasti Pure Cow Ghee Pouch,Aashirvaad,Grocery,Ghee & Vanaspati,650.0,1 L,45
471,Parsi Dairy Farm Cow Ghee Jar,Parsi Dairy Farm,Grocery,Ghee & Vanaspati,575.0,500 ml,64
472,Dynamix Cow Ghee Jar,Dynamix,Grocery,Ghee & Vanaspati,615.0,1 L,145
473,Dynamix Cow Ghee Jar,Dynamix,Grocery,Ghee & Vanaspati,310.0,500 ml,55
474,Dynamix Cow Ghee Jar,Dynamix,Grocery,Ghee & Vanaspati,139.0,200 ml,127
475,Aabad Cow Ghee Jar,Aabad,Grocery,Ghee & Vanaspati,615.0,1 L,38
476,Dynamix Cow Ghee Tin,Dynamix,Grocery,Ghee & Vanaspati,3000.0,5 L,45
477,Haribol Desi Cow A2 Ghee,Haribol,Packaged Food,Gourmet Food,375.0,225 ml,33
478,Parsi Dairy Farm Buffalo Ghee Jar,Parsi Dairy Farm,Grocery,Ghee & Vanaspati,575.0,500 ml,134
479,Organic India Organic Cow Ghee,Organic India,Grocery,Ghee & Vanaspati,650.0,500 ml,115
480,Dalda Vanaspati,Dalda,Grocery,Ghee & Vanaspati,106.0,500 ml,145
481,Dalda Vanaspati,Dalda,Grocery,Ghee & Vanaspati,203.0,1 L,25
482,Aashirvaad Superior MP Wheat Atta,Aashirvaad,Grocery,Flours & Grains,273.0,5 kg,68
483,Aashirvaad Superior MP Wheat Atta,Aashirvaad,Grocery,Flours & Grains,512.0,10 kg,44
484,Aashirvaad Select Sharbati Wheat Atta,Aashirvaad,Grocery,Flours & Grains,321.0,5 kg,88
485,Aashirvaad Multigrain Atta,Aashirvaad,Grocery,Flours & Grains,337.0,5 kg,137
486,Pillsbury Chakki Fresh Wheat Atta,Pillsbury,Grocery,Flours & Grains,265.0,5 kg,90
487,Pillsbury Chakki Fresh Wheat Atta,Pillsbury,Grocery,Flours & Grains,496.0,10 kg,74
488,Fortune Chakki Fresh Wheat Atta,Fortune,Grocery,Flours & Grains,425.0,10 kg,65
489,Nature Fresh Sampoorna Superior MP Wheat Atta,Nature Fresh,Grocery,Flours & Grains,245.0,5 kg,41
490,Nature Fresh Sampoorna Superior MP Wheat Atta,Nature Fresh,Grocery,Flours & Grains,450.0,10 kg,148
491,Taste For Life MP Sihore Chapati Fine Wheat Atta,Taste For Life,Grocery,Flours & Grains,86.0,1 kg,126
492,Taste For Life MP Sihore Chapati Fine Wheat Atta,Taste For Life,Grocery,Flours & Grains,425.0,5 kg,103
493,Wheat Flour Chakki Atta,,Grocery,Flours & Grains,225.0,5 kg,120
494,Pillsbury Multi Grain Atta,Pillsbury,Grocery,Flours & Grains,330.0,5 kg,44
495,24 Mantra Organic Whole Wheat Atta,24 Mantra Organic,Grocery,Flours & Grains,350.0,5 Kg,78
496,24 Mantra Organic Whole Wheat Atta,24 Mantra Organic,Grocery,Flours & Grains,72.0,1 kg,44
497,Rice Atta,,Grocery,Flours & Grains,55.0,1 kg,68
498,Organic Tattva Organic Wheat Flour,Organic Tattva,Grocery,Flours & Grains,320.0,5 kg,56
499,24 Mantra Organic Ragi Flour,24 Mantra Organic,Grocery,Flours & Grains,65.0,500 gm,69
500,24 Mantra Organic Jowar Flour,24 Mantra Organic,Grocery,Flours & Grains,70.0,500 gm,99
501,Taste For Life Premium Khapli Wheat Atta,Taste For Life,Grocery,Flours & Grains,155.0,1 kg,32
502,Wheat Lokwan (Lokvan),,Grocery,Grocery/Flours & Grains,300.0,5 kg,44
503,Wheat Lokwan (Lokvan),,Grocery,Grocery/Flours & Grains,570.0,10 kg,94
504,Makai For Popcorn,,Grocery,Grocery/Flours & Grains,35.0,200 gm,85
505,Nachni,,Grocery,Grocery/Flours & Grains,44.0,1 kg,42
506,Satyam Sabudana,Satyam,Grocery,Flours & Grains,57.0,500 gm,72
507,Bajari,,Grocery,Grocery/Flours & Grains,47.0,1 kg,40
508,Organic India Quinoa,Organic India,Grocery,Flours & Grains,295.0,500 gm,27
509,Satyam Lapsi Medium,Satyam,Grocery,Flours & Grains,37.0,500 gm,73
510,Satyam Barley,Satyam,Grocery,Flours & Grains,15.0,100 gm,118
511,Pink Harvest Farms White Quinoa,Pink Harvest Farms,Grocery,Flours & Grains,225.0,500 gm,138
512,Rava,,Grocery,Grocery/Flours & Grains,26.0,500 gm,67
513,Rava,,Grocery,Grocery/Flours & Grains,50.0,1 kg,95
514,Besan,,Grocery,Grocery/Flours & Grains,47.0,500 gm,69
515,Besan,,Grocery,Grocery/Flours & Grains,91.0,1 kg,33
516,Fortune Chana Dal Besan,Fortune,Grocery,Flours & Grains,140.0,1 kg,98
517,Satyam Rava,Satyam,Grocery,Flours & Grains,37.0,500 gm,45
518,Lapsi Rava Small Daliya,,Grocery,Grocery/Flours & Grains,28.0,500 gm,91
519,Lapsi Rava / Daliya,,Grocery,Grocery/Flours & Grains,27.0,500 gm,87
520,Tata Sampann Fine Besan,Tata Sampann,Grocery,Flours & Grains,125.0,1 Kg,57
521,Rice Atta,,Grocery,Grocery/Flours & Grains,27.0,500 gm,57
522,Jawari Atta,,Grocery,Flours & Grains,32.0,500 gm,70
523,Bhagirathi Jowar Atta,Bhagirathi,Grocery,Flours & Grains,44.0,500 gm,109
524,Satyam Besan,Satyam,Grocery,Flours & Grains,63.0,500 gm,59
525,Blue Bird Corn Flour,Blue Bird,Grocery,Flours & Grains,45.0,200 gm,83
526,Blue Bird Corn Flour,Blue Bird,Grocery,Flours & Grains,80.0,500 gm,97
527,Satyam Maida,Satyam,Grocery,Flours & Grains,35.0,500 gm,55
528,Nachni Atta,,Grocery,Flours & Grains,33.0,500 gm,64
529,Bhagirathi Thalipeeth Bhajni,Bhagirathi,Grocery,Flours & Grains,45.0,200 gm,118
530,Satyam Rajgira Flour,Satyam,Grocery,Flours & Grains,96.0,500 gm,86
531,Bhagirathi Nachani (Ragi) Atta,Bhagirathi,Grocery,Flours & Grains,44.0,500 gm,99
532,Bhagirathi Rice Atta,Bhagirathi,Grocery,Flours & Grains,33.0,500 gm,109
533,Bhagirathi Bajra Atta,Bhagirathi,Grocery,Flours & Grains,40.0,500 gm,82
534,Bhagirathi Upwas Bhajani,Bhagirathi,Grocery,Flours & Grains,55.0,200 gm,30
535,Organic Tattva Suji,Organic Tattva,Grocery,Flours & Grains,55.0,500 gm,122
536,Bhagirathi Sattu Atta,Bhagirathi,Grocery,Flours & Grains,40.0,200 gm,31
537,Bhagirathi Shingada Atta,Bhagirathi,Grocery,Flours & Grains,120.0,200 gm,128
538,Bhagirathi Rajgira Atta,Bhagirathi,Grocery,Flours & Grains,55.0,200 gm,31
539,Makai Atta,,Grocery,Flours & Grains,34.0,500 gm,57
540,Weikfield Corn Flour,Weikfield,Grocery,Flours & Grains,30.0,100 gm,48
541,Kokan Gem Thalipeeth Bhajani,Kokan Gem,Grocery,Flours & Grains,50.0,200 gm,115
542,Bhagirathi Makai (Corn) Flour,Bhagirathi,Grocery,Flours & Grains,36.0,500 gm,60
543,Satyam Rice Atta (Flour),Satyam,Grocery,Flours & Grains,33.0,500 gm,64
544,Bhagirathi Multigrain Bhakari Atta,Bhagirathi,Grocery,Flours & Grains,48.0,500 gm,68
545,Brown & Polson Corn Flour,Brown,Grocery,Flours & Grains,28.0,100 gm,60
546,Kokan Gem Kulith Pith,Kokan Gem,Grocery,Flours & Grains,60.0,200 gm,55
547,Bedekar Thalipith Bhajni,Bedekar,Grocery,Flours & Grains,50.0,200 gm,105
548,Bhagirathi Modak Atta,Bhagirathi,Grocery,Flours & Grains,60.0,500 gm,146
549,Bedekar Bhajjia Mix,Bedekar,Grocery,Flours & Grains,65.0,200 gm,97
550,K-Pra Ustav Modak Flour,,Grocery,Flours & Grains,63.0,500 gm,107
551,India Gate Basmati Rice Rozana,India Gate,Grocery,Rice & Rice Products,118.0,1 kg,144
552,India Gate Basmati Rice Rozana,India Gate,Grocery,Rice & Rice Products,585.0,5 kg,100
553,Daawat Heritage Daily Feast Tukda Basmati Rice,Daawat,Grocery,Rice & Rice Products,500.0,5 kg,38
554,Daawat Devaaya Basmati Rice,Daawat,Grocery,Rice & Rice Products,125.0,1 kg,91
555,Daawat Devaaya Basmati Rice,Daawat,Grocery,Rice & Rice Products,620.0,5 kg,105
556,Daawat Rozana Super Basmati Rice,Daawat,Grocery,Rice & Rice Products,486.0,5 kg,130
557,India Gate Mini Mogra (Broken) Basmati Rice,India Gate,Grocery,Rice & Rice Products,660.0,10 kg,85
558,India Gate Super Basmati Rice,India Gate,Grocery,Rice & Rice Products,210.0,1 kg,92
559,India Gate Super Basmati Rice,India Gate,Grocery,Rice & Rice Products,960.0,5 kg,99
560,Basmati Rice Mogra,,DMart Grocery,DMart Grocery/Rice & Rice Products,375.0,5 kg,45
561,Basmati Rice Mogra,,DMart Grocery,DMart Grocery/Rice & Rice Products,750.0,10 kg,49
562,Fortune Everyday Hamesha Basmati Rice,Fortune,Grocery,Rice & Rice Products,425.0,5 kg,37
563,Daawat Super Basmati Rice,Daawat,Grocery,Rice & Rice Products,190.0,1 kg,38
564,Daawat Super Basmati Rice,Daawat,Grocery,Rice & Rice Products,945.0,5 kg,111
565,India Gate Basmati Rice - Mini Mogra-II - Kanki,India Gate,Grocery,Rice & Rice Products,450.0,10 kg,40
566,Daawat Rozana Gold Basmati Rice,Daawat,Grocery,Rice & Rice Products,560.0,5 kg,63
567,Rice Pulav Basmati,,DMart Grocery,DMart Grocery/Rice & Rice Products,500.0,5 kg,39
568,India Gate Basmati Rice - Mogra,India Gate,Grocery,Rice & Rice Products,425.0,5 kg,135
569,India Gate Basmati Rice - Mogra,India Gate,Grocery,Rice & Rice Products,830.0,10 kg,81
570,Basmati Rice Mini Mogra (Broken),,DMart Grocery,DMart Grocery/Rice & Rice Products,650.0,10 kg,51
571,India Gate Basmati Rice - Classic,India Gate,Grocery,Rice & Rice Products,218.0,1 kg,78
572,India Gate Basmati Rice - Classic,India Gate,Grocery,Rice & Rice Products,1085.0,5 kg,54
573,Daawat Biryani Basmati Rice,Daawat,Grocery,Rice & Rice Products,220.0,1 kg,38
574,Daawat Biryani Basmati Rice,Daawat,Grocery,Rice & Rice Products,1097.0,5 kg,148
575,Basmati Rice Broken (Kani),,Grocery,Rice & Rice Products,500.0,10 kg,98
576,Rice Basmati,,DMart Grocery,DMart Grocery/Rice & Rice Products,140.0,1 kg,88
577,Fortune Biryani Special Basmati Rice,Fortune,Grocery,Rice & Rice Products,875.0,5 Kg,88
578,India Gate Basmati Rice - Tibar,India Gate,Grocery,Rice & Rice Products,149.0,1 kg,94
579,India Gate Basmati Rice - Tibar,India Gate,Grocery,Rice & Rice Products,725.0,5 kg,110
580,Daawat Pulav Basmati Rice,Daawat,Grocery,Rice & Rice Products,675.0,5 kg,79
581,Daawat Pulav Basmati Rice,Daawat,Grocery,Rice & Rice Products,135.0,1 kg,89
582,Daawat Pulav Basmati Rice,Daawat,Grocery,Rice & Rice Products,75.0,500 gm,72
583,Daawat Sehat Mini Mogra (Broken) Basmati Rice,Daawat,Grocery,Rice & Rice Products,325.0,5 kg,96
584,Daawat Sehat Mini Mogra (Broken) Basmati Rice,Daawat,Grocery,Rice & Rice Products,615.0,10 kg,80
585,Rice Basmati Tukda,,Grocery,Rice & Rice Products,450.0,5 kg,95
586,Biryani Rice,,DMart Grocery,DMart Grocery/Rice & Rice Products,700.0,5 kg,92
587,Devaaya Biryani Basmati Rice,Devaaya,Grocery,Rice & Rice Products,1070.0,5 kg,45
588,Daawat Brown Basmati Rice,Daawat,Grocery,Rice & Rice Products,175.0,1 kg,32
589,Rice Tibar Basmati,,DMart Grocery,DMart Grocery/Rice & Rice Products,650.0,5 kg,66
